stop_code,stop_id,parent_station,preferred,stop_lat,stop_timezone,stop_name,stop_url,wheelchair_boarding,stop_desc,location_type,stop_lon,zone_id
963,963,,2,43.8592,,Phillip Murray Eastbound @ Park,,1,,0,-78.85743,
970,970,,2,43.85932600000001,,Phillip Murray Westbound @ Park,,1,,0,-78.857453,
973,973,,2,43.85493300000001,,Phillip Murray Westbound @ Skae,,1,,0,-78.874097,
987,987,,2,43.864875,,Cedar Northbound @ Banff,,1,,0,-78.8492,
988,988,,2,43.867212,,Cedar Northbound @ Killarney,,1,,0,-78.850005,
989,989,,2,43.86968,,Cedar Northbound @ Wentworth,,1,,0,-78.851091,
990,990,,1,43.868657,,Oxford Southbound @ Calvert,,1,,0,-78.853995,
991,991,,2,43.867666,,Oxford Southbound @ Chandos,,1,,0,-78.853571,
992,992,,2,43.86448,,Oxford Southbound @ Kinmount,,1,,0,-78.8526593,
993,993,,2,43.862572,,Oxford Southbound @ Dwight,,1,,0,-78.85359099999998,
994,994,,2,43.86046419,,Oxford Southbound @ Phillip Murray,,1,,0,-78.85287099999998,
995,995,,1,43.86114517,,Oxford Northbound @ Emerald,,1,,0,-78.852973,
996,996,,2,43.862763,,Oxford Northbound @ Dwight,,1,,0,-78.853452,
997,997,,2,43.864934,,Oxford Northbound @ Venus,,1,,0,-78.852459,
998,998,,1,43.868849,,Oxford Northbound @ Wentworth,,1,,0,-78.853952,
999,999,,1,43.87028394,,Glen Northbound @ Porter,,1,,0,-78.854489,
1134,1134,,2,43.90616199565833,,King Westbound @ Athabasca,,1,,0,-78.81885294411558,
1192,1192,,2,43.90308117761166,,King Eastbound @ Farewell,,1,,0,-78.83979031,
1199,1199,,2,43.90618799574203,,King Eastbound @ Eastlawn,,1,,0,-78.81680498649324,
1391,1391,,1,43.918275,,King Westbound @ Beaver,,1,,0,-78.585761,
177,177_merged_943972,,1,43.89226,,Brock Street Northbound @ Manning,,1,,0,-78.94736,
1872,1872,,2,43.84232084910814,,Finch Westbound @ Duncannon,,1,,0,-79.10971135653655,
1873,1873,,2,43.84132877809322,,Finch Westbound @ Fairport,,1,,0,-79.11427994082172,
1888,1888,,2,43.84172743428303,,Finch Eastbound @ Huntsmill,,1,,0,-79.11170584585518,
1890,1890,,2,43.843166,,Finch Eastbound @ Dixie,,1,,0,-79.105023,
197,197_merged_943973,,2,43.913297,,Southbound @ 3800 Brock Street,,1,,0,-78.957001,
2015,2015,,2,43.821244,,Finley Southbound @ Burden,,1,,0,-79.022832,
2016,2016,,2,43.8190999,,Lake Driveway Westbound @ Finley,,1,,0,-79.01975093,
2022,2022,,2,43.823774,,Lake Driveway Northbound @ Hawkins,,1,,0,-79.034075,
2023,2023,,2,43.826225,,Lake Driveway Northbound @ Kipling,,1,,0,-79.032934,
203,203_merged_943974,,2,43.89499,,Brock Street Southbound @ Palmerston,,1,,0,-78.94865,
2052,2052,,2,43.8419315,,Monarch Southbound @ Bayly,,1,,0,-79.02482652,
2053,2053,,2,43.839545,,Monarch Southbound @ Centennial,,1,,0,-79.023794,
2054,2054,,2,43.83624600000001,,Southbound @ 556 Monarch,,1,,0,-79.022383,
2055,2055,,2,43.834733,,Monarch Southbound @ Clements,,1,,0,-79.021721,
2277,2277,,2,43.831821,,Westney Northbound @ Clements,,1,,0,-79.032781,
2498,2498,,2,44.104589,,Paxton Westbound at 451 Paxton (Lakeridge Health Port Perry),,1,,0,-78.954168,
3074,3074,,1,43.828777,,Lake Driveway Westbound @ Westney,,1,,0,-79.032817,
3075,3075,,2,43.826381,,Lake Driveway Southbound @ Vale,,1,,0,-79.033125,
3076,3076,,2,43.823696,,Lake Driveway Southbound @ Hawkins,,1,,0,-79.034343,
3080,3080,,2,43.821367,,Finley Northbound @ Burden,,1,,0,-79.022861,
3096,3096,,2,43.836801,,Northbound @ 574 Monarch,,1,,0,-79.022498,
3097,3097,,2,43.84052,,Monarch Northbound @ Tragunna,,1,,0,-79.02412,
3146,3146,,2,43.9014706787916,,Green Northbound @ Aspen Springs,,1,,0,-78.7086273836003,
3171,3171,,2,43.9048372717572,,Green Northbound @ Clarington,,1,,0,-78.7100851889842,
3506,3506,,2,44.104482,,Paxton Eastbound at 462 Paxton (Lakeridge Health Port Perry),,1,,0,-78.954288,
3633,3633_merged_943975,,1,43.96374223342672,,Simcoe Northbound @ Windfields Farm,,1,,0,-78.90292553028826,
465,465_merged_943976,,2,43.89741,,Rossland Westbound @ Brock Street,,1,,0,-78.95003,
476,476_merged_943977,,2,43.89743,,Rossland Eastbound @ Brock Street,,1,,0,-78.94953,
68,68,,2,43.852405,,Water Southbound @ Brock Street,,1,,0,-78.927286,
93395,93395,,2,43.84047936000001,,Dixie Southbound @ Ridgewood,,1,,0,-79.10342,
93603,93603,,2,43.88046687,,Des Newman Northbound @ Bonacord,,1,,0,-78.97824933,
940,940,,2,43.85653,,Phillip Murray Westbound @ Stevenson,,1,,0,-78.8671087,
94294,94294,,2,43.8567068,,Whites Northbound @ Third Concession,,1,,0,-79.13157602,
94295,94295,,2,43.8567525050575,,Whites Soutbound @ Third Concession,,1,,0,-79.13190894102478,
94355,94355,,2,43.87952,,Brock Road Northbound @ Rex Heath,,1,,0,-79.087597,
94356,94356,,2,43.880054,,Brock Road Southbound @ Zents,,1,,0,-79.088221,
94357,94357,,2,43.90011,,Alexander Knox Westbound @ Mulberry,,1,,0,-79.10666,
94358,94358,,2,43.89967,,Alexander Knox Eastbound @ Mulberry,,1,,0,-79.10745,
94359,94359,,2,43.89868,,Alexander Knox Westbound @ Brigadier,,1,,0,-79.11304,
94360,94360,,2,43.89824,,Alexander Knox Eastbound @ Hollyberry,,1,,0,-79.11368,
94361,94361,,2,43.89708000000001,,Peter Matthews Southbound @ Alexander Knox,,1,,0,-79.11767,
94362,94362,,2,43.89528,,Peter Matthews Northbound @ Alexander Knox,,1,,0,-79.11658,
94364,94364,,2,43.88694000000001,,Peter Matthews Northbound @ Virgo,,1,,0,-79.11237,
94366,94366,,2,43.88436,,Peter Matthews Northbound @ Elizabath MacKenzie,,1,,0,-79.11362,
94367,94367,,2,43.87933000000001,,Peter Matthews Northbound @ Taunton,,1,,0,-79.11258,
94368,94368,,2,43.87887,,Taunton Westbound @ Peter Matthews,,1,,0,-79.11308,
94369,94369,,2,43.86738,,Stevenson Southbound @ 880 Stevenson,,1,,0,-78.87201,
94370,94370,,2,43.86348967,,Stevenson Southbound @ GM Gate 9,,1,,0,-78.87033182,
94371,94371,,2,43.87305,,Stellar Westbound @ Champlain,,1,,0,-78.90373,
94372,94372,,2,43.873582,,Stellar Eastbound @ Champlain,,1,,0,-78.902084,
94375,94375,,2,43.8773,,Stellar Westbound @ Thornton,,1,,0,-78.88776,
94376,94376,,2,43.87713,,Stellar Eastbound @ Thornton,,1,,0,-78.88785,
94377,94377,,2,43.87429,,Champlain Westbound @ Thornton (east side stop),,1,,0,-78.88517,
94378,94378,,2,43.87443,,Thornton Southbound  @ Champlain,,1,,0,-78.88574,
94379,94379,,2,43.8621,,Brock Street Northbound @ Victoria,,1,,0,-78.93438,
94380,94380,,2,43.86175,,Brock Street Southbound @ Victoria,,1,,0,-78.93444,
94381,94381,,2,43.85937,,Brock Street Southbound @ Watson,,1,,0,-78.93343,
94382,94382,,2,43.85998,,Watson Westbound @ Brock Street,,1,,0,-78.93295,
94383,94383,,2,43.86008000000001,,South Blair Northbound @ Watson,,1,,0,-78.92275,
94385,94385,,2,43.89985489365473,,Lake Eastbound @ Bennett,,1,,0,-78.64341816533424,
94386,94386,,1,43.87522759652606,,Taunton Eastbound @ Whites,,1,,0,-79.12886042317227,
94387,94387,,1,43.8752634,,Taunton Westbound @ Whites,,1,,0,-79.130192,
94388,94388,,2,43.87730992073147,,Taunton Eastbound @ Burkholder,,1,,0,-79.11843931837844,
94389,94389,,2,43.90192964175285,,Alexander Knox Eastbound @ Brock Road,,1,,0,-79.09747852282821,
94390,94390,,2,43.90207187563309,,Alexander Knox Westbound @ Brock Road,,1,,0,-79.09832752152069,
94391,94391,,2,43.90531,,Baseline Eastbound @ Lambs,,1,,0,-78.6567,
94392,94392,,2,43.90566506981807,,Baseline Westbound @ Lambs,,1,,0,-78.65603114128922,
94393,94393,,2,43.89786,,Lake Eastbound @ Butler,,1,,0,-78.66096,
94394,94394,,2,43.89334847211796,,Port Darlington Westbound @ Lookout,,1,,0,-78.64735212903392,
94395,94395,,2,43.89364895285586,,Port Darlington Westbound @ Sailors Landing,,1,,0,-78.64290729374186,
94396,94396,,2,43.87646467097462,,Taunton Eastbound @ Sapphire,,1,,0,-79.12254085813458,
94397,94397,,2,43.89391662781177,,East Shore Northbound at Yacht,,1,,0,-78.66109248939999,
94399,94399,,2,44.09927338963897,,Old Simcoe Northbound @ Queen,,1,,0,-78.95583621192854,
94400,94400,,2,44.09954437811877,,Old Simcoe Southbound @ Queen,,1,,0,-78.95601134142323,
94402,94402,,2,44.09192,,Scugog Line 6 eastbound @ Easy,,1,,0,-78.98284,
94403,94403,,2,44.09422,,Scugog Line 6 westbound @ 1401 Scugog Line 6,,1,,0,-78.97282,
94404,94404,,2,44.09218,,Scugog Line 6 westbound @ Easy,,1,,0,-78.98244,
177,177_merged_943978,,1,43.89216111147128,,Brock Street Northbound @ Manning,,1,,0,-78.94716686235894,
197,197_merged_943979,,2,43.91361006994726,,Southbound @ 3800 Brock Street,,1,,0,-78.95721617387001,
203,203_merged_943980,,2,43.89505934095717,,Brock Street Southbound @ Palmerston,,1,,0,-78.94875721835274,
3633,3633_merged_943981,,1,43.963248,,Simcoe Northbound @ Windfields Farm,,1,,0,-78.902719,
465,465_merged_943982,,2,43.89757112195863,,Rossland Westbound @ Brock Street,,1,,0,-78.95035160314704,
476,476_merged_943983,,2,43.89748443247498,,Rossland Eastbound @ Brock Street,,1,,0,-78.94922492362788,
1134,11341,,2,43.90616199565833,,King Westbound @ Athabasca,,1,,0,-78.81885294411558,
1192,11921,,2,43.90308117761166,,King Eastbound @ Farewell,,1,,0,-78.83979031,
1199,11991,,2,43.90618799574203,,King Eastbound @ Eastlawn,,1,,0,-78.81680498649324,
1872,18721,,2,43.84232084910814,,Finch Westbound @ Duncannon,,1,,0,-79.10971135653655,
1873,18731,,2,43.84132877809322,,Finch Westbound @ Fairport,,1,,0,-79.11427994082172,
1888,18881,,2,43.84172743428303,,Finch Eastbound @ Huntsmill,,1,,0,-79.11170584585518,
1890,18901,,2,43.843166,,Finch Eastbound @ Dixie,,1,,0,-79.105023,
2015,20151,,2,43.821244,,Finley Southbound @ Burden,,1,,0,-79.022832,
2016,20161,,2,43.8190999,,Lake Driveway Westbound @ Finley,,1,,0,-79.01975093,
2022,20221,,2,43.823774,,Lake Driveway Northbound @ Hawkins,,1,,0,-79.034075,
2023,20231,,2,43.826225,,Lake Driveway Northbound @ Kipling,,1,,0,-79.032934,
2052,20521,,2,43.8419315,,Monarch Southbound @ Bayly,,1,,0,-79.02482652,
2053,20531,,2,43.839545,,Monarch Southbound @ Centennial,,1,,0,-79.023794,
2054,20541,,2,43.83624600000001,,Southbound @ 556 Monarch,,1,,0,-79.022383,
2055,20551,,2,43.834733,,Monarch Southbound @ Clements,,1,,0,-79.021721,
2277,22771,,2,43.831821,,Westney Northbound @ Clements,,1,,0,-79.032781,
3074,30741,,1,43.828777,,Lake Driveway Westbound @ Westney,,1,,0,-79.032817,
3075,30751,,2,43.826381,,Lake Driveway Southbound @ Vale,,1,,0,-79.033125,
3076,30761,,2,43.823696,,Lake Driveway Southbound @ Hawkins,,1,,0,-79.034343,
3080,30801,,2,43.821367,,Finley Northbound @ Burden,,1,,0,-79.022861,
3096,30961,,2,43.836801,,Northbound @ 574 Monarch,,1,,0,-79.022498,
3097,30971,,2,43.84052,,Monarch Northbound @ Tragunna,,1,,0,-79.02412,
68,681,,2,43.852405,,Water Southbound @ Brock Street,,1,,0,-78.927286,
93603,936031,,2,43.88046687,,Des Newman Northbound @ Bonacord,,1,,0,-78.97824933,
940,9401,,2,43.85653,,Phillip Murray Westbound @ Stevenson,,1,,0,-78.8671087,
1391,94228,,1,43.918275,,King Westbound @ Beaver,,1,,0,-78.585761,
94294,942941,,2,43.8567068,,Whites Northbound @ Third Concession,,1,,0,-79.13157602,
94295,942951,,2,43.8567525050575,,Whites Soutbound @ Third Concession,,1,,0,-79.13190894102478,
3146,94300,,2,43.9014706787916,,Green Northbound @ Aspen Springs,,1,,0,-78.7086273836003,
3171,94303,,2,43.9048372717572,,Green Northbound @ Clarington,,1,,0,-78.7100851889842,
94355,943551,,2,43.87952,,Brock Road Northbound @ Rex Heath,,1,,0,-79.087597,
94356,943561,,2,43.880054,,Brock Road Southbound @ Zents,,1,,0,-79.088221,
94357,943571,,2,43.90011,,Alexander Knox Westbound @ Mulberry,,1,,0,-79.10666,
94358,943581,,2,43.89967,,Alexander Knox Eastbound @ Mulberry,,1,,0,-79.10745,
94359,943591,,2,43.89868,,Alexander Knox Westbound @ Brigadier,,1,,0,-79.11304,
94360,943601,,2,43.89824,,Alexander Knox Eastbound @ Hollyberry,,1,,0,-79.11368,
94361,943611,,2,43.89708000000001,,Peter Matthews Southbound @ Alexander Knox,,1,,0,-79.11767,
94362,943621,,2,43.89528,,Peter Matthews Northbound @ Alexander Knox,,1,,0,-79.11658,
94364,943641,,2,43.88694000000001,,Peter Matthews Northbound @ Virgo,,1,,0,-79.11237,
94366,943661,,2,43.88436,,Peter Matthews Northbound @ Elizabath MacKenzie,,1,,0,-79.11362,
94367,943671,,2,43.87933000000001,,Peter Matthews Northbound @ Taunton,,1,,0,-79.11258,
94368,943681,,2,43.87887,,Taunton Westbound @ Peter Matthews,,1,,0,-79.11308,
94369,943691,,2,43.86738,,Stevenson Southbound @ 880 Stevenson,,1,,0,-78.87201,
94370,943701,,2,43.86348967,,Stevenson Southbound @ GM Gate 9,,1,,0,-78.87033182,
94371,943711,,2,43.87305,,Stellar Westbound @ Champlain,,1,,0,-78.90373,
94372,943721,,2,43.873582,,Stellar Eastbound @ Champlain,,1,,0,-78.902084,
94375,943751,,2,43.8773,,Stellar Westbound @ Thornton,,1,,0,-78.88776,
94376,943761,,2,43.87713,,Stellar Eastbound @ Thornton,,1,,0,-78.88785,
94377,943771,,2,43.87429,,Champlain Westbound @ Thornton (east side stop),,1,,0,-78.88517,
94378,943781,,2,43.87443,,Thornton Southbound  @ Champlain,,1,,0,-78.88574,
94379,943791,,2,43.8621,,Brock Street Northbound @ Victoria,,1,,0,-78.93438,
94380,943801,,2,43.86175,,Brock Street Southbound @ Victoria,,1,,0,-78.93444,
94381,943811,,2,43.85937,,Brock Street Southbound @ Watson,,1,,0,-78.93343,
94382,943821,,2,43.85998,,Watson Westbound @ Brock Street,,1,,0,-78.93295,
94383,943831,,2,43.86008000000001,,South Blair Northbound @ Watson,,1,,0,-78.92275,
94385,943851,,2,43.89985489365473,,Lake Eastbound @ Bennett,,1,,0,-78.64341816533424,
94386,943861,,1,43.87522759652606,,Taunton Eastbound @ Whites,,1,,0,-79.12886042317227,
94387,943871,,1,43.8752634,,Taunton Westbound @ Whites,,1,,0,-79.130192,
94388,943881,,2,43.87730992073147,,Taunton Eastbound @ Burkholder,,1,,0,-79.11843931837844,
94389,943891,,2,43.90192964175285,,Alexander Knox Eastbound @ Brock Road,,1,,0,-79.09747852282821,
94390,943901,,2,43.90207187563309,,Alexander Knox Westbound @ Brock Road,,1,,0,-79.09832752152069,
94391,943911,,2,43.90531,,Baseline Eastbound @ Lambs,,1,,0,-78.6567,
94392,943921,,2,43.90566506981807,,Baseline Westbound @ Lambs,,1,,0,-78.65603114128922,
94393,943931,,2,43.89786,,Lake Eastbound @ Butler,,1,,0,-78.66096,
94394,943941,,2,43.89334847211796,,Port Darlington Westbound @ Lookout,,1,,0,-78.64735212903392,
94395,943951,,2,43.89364895285586,,Port Darlington Westbound @ Sailors Landing,,1,,0,-78.64290729374186,
94396,943961,,2,43.87646467097462,,Taunton Eastbound @ Sapphire,,1,,0,-79.12254085813458,
94397,943971,,2,43.89391662781177,,East Shore Northbound at Yacht,,1,,0,-78.66109248939999,
93395,99395,,2,43.84047936000001,,Dixie Southbound @ Ridgewood,,1,,0,-79.10342,
